id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
44591444,Luxury living at its finest in this cozy studio,8534462,Barsala,,South Boston Waterfront,42.35034,-71.04277,Entire home/apt,233,91,1,2020-10-02,1,50,88
44591449,Cozy 1BD with self-checkin,8534462,Barsala,,Back Bay,42.34626,-71.0778,Entire home/apt,199,91,0,,,50,83
44594193,"Palatial Luxury Retreat | near T, Sleeps 20",319011975,David,,Dorchester,42.31659,-71.05702,Entire home/apt,494,10,4,2020-10-05,4,1,358
44614718,Incredible apartment home | Studio in Boston,359229620,Kia,,Downtown,42.35389,-71.05299,Entire home/apt,139,91,0,,,177,360
44614721,Incredible apartment home | 1BR in Boston,359229620,Kia,,Downtown,42.35389,-71.05299,Entire home/apt,257,91,0,,,177,360
44614724,Incredible apartment home | Studio in Boston,359229620,Kia,,Downtown,42.35389,-71.05299,Entire home/apt,189,91,0,,,177,360
44615547,"Meticulously designed 3BD, professionally-cleaned",8534462,Barsala,,South Boston Waterfront,42.35173,-71.04398,Entire home/apt,810,91,0,,,50,84
44616956,A place of your own | 2BR in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,226,91,0,,,177,360
44616990,Entire apartment for you | Studio in Boston,359229620,Kia,,South Boston Waterfront,42.35124,-71.0445,Entire home/apt,132,91,0,,,177,360
44616993,Entire apartment for you | Studio in Boston,359229620,Kia,,South Boston Waterfront,42.35124,-71.0445,Entire home/apt,129,91,0,,,177,360
44618564,Clean apartment home | 2BR in Boston,359229620,Kia,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,239,91,0,,,177,360
44618571,Clean apartment home | 2BR in Boston,359229620,Kia,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,205,91,0,,,177,360
44618589,Clean apartment home | 1BR in Boston,359229620,Kia,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,148,91,0,,,177,360
44618601,Clean apartment home | 1BR in Boston,359229620,Kia,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,153,91,0,,,177,359
44623966,Well-equipped apartment home | 2BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,224,91,0,,,177,360
44623977,Well-equipped apartment home | Studio in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,131,91,0,,,177,360
44623989,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,180,91,0,,,177,360
44623990,Well-equipped apartment home | 2BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,268,91,0,,,177,360
44625713,2BD/1BA Historic Charlestown Condo,27813622,Becca,,Charlestown,42.38036,-71.06116,Entire home/apt,120,95,0,,,1,263
44645209,Boston home for a short term stay,361378581,Rebecca,,Jamaica Plain,42.32145,-71.10528,Private room,75,91,0,,,1,294
44648129,Deluxe Hotel Room Close to Downtown FREE Parking,219480744,Lena,,Dorchester,42.32827,-71.05888,Private room,136,1,5,2020-10-10,2.63,3,88
44648798,Deluxe Hotel King Room to Downtown FREE Parking,219480744,Lena,,Dorchester,42.32802,-71.05896,Private room,138,1,3,2020-09-13,1.30,3,89
44661271,"(R1) Beautiful Beacon Hill, Walk to MGH",21184200,Airbnb,,Beacon Hill,42.3605,-71.06708,Entire home/apt,148,1,3,2020-09-29,1.41,33,64
44668334,Boston stay with boutique B&B - Cape Cod Room,357698265,Natalie,,Brighton,42.34525,-71.15558,Private room,65,1,8,2020-10-12,3.38,3,163
44681847,33 Highland 2E | Flexible Housing | Pvt. BR & BA,814298,Thatch,,Roxbury,42.32874,-71.09171,Private room,47,120,0,,,84,221
44686304,Boston stay with boutique B&B - Irish Pub Suite,357698265,Natalie,,Brighton,42.34441,-71.15426,Private room,85,1,2,2020-10-03,0.94,3,178
44740904,"Ideal Seaport Studio w/ Gym, Pool, W/D, Doorman, by Blueground",107434423,Blueground,,South Boston Waterfront,42.34906,-71.04472,Entire home/apt,176,91,0,,,92,355
44745986,Incredible apartment home | 1BR in Boston,359229620,Kia,,Downtown,42.35389,-71.05299,Entire home/apt,222,91,0,,,177,360
44746059,Entire apartment for you | 2BR in Boston,359229620,Kia,,South Boston Waterfront,42.35124,-71.0445,Entire home/apt,251,91,0,,,177,360
44746060,Entire apartment for you | Studio in Boston,359229620,Kia,,South Boston Waterfront,42.35124,-71.0445,Entire home/apt,161,91,0,,,177,360
44776954,"Lovely Seaport 1BR w/ Gym, Pool, W/D, near ICA, by Blueground(281)",107434423,Blueground,,South Boston Waterfront,42.34906,-71.04472,Entire home/apt,178,91,0,,,92,343
44776967,"Lovely Seaport 1BR w/ Gym, Pool, W/D, near Fan Pier, by Blueground(280)",107434423,Blueground,,South Boston Waterfront,42.34906,-71.04472,Entire home/apt,177,91,0,,,92,325
44820346,NONE SMOKING ROOM K:Spacious & SUPER SAFE & QUIET,165422704,Mimi,,Dorchester,42.28769,-71.05596,Private room,47,1,2,2020-10-05,1.22,3,87
44821182,Non smoking Room S:Specious Super Safe QuietClean,165422704,Mimi,,Dorchester,42.28606,-71.05401,Private room,46,1,7,2020-10-12,3.13,3,89
44821202,Beautiful Studio in Theatre District | Evonify,274552333,Evonify,,Downtown,42.35312,-71.06365,Entire home/apt,71,1,2,2020-10-03,1.00,17,314
44821960,Beautiful Studio in Downtown + Subway | Evonify,274552333,Evonify,,Downtown,42.35154,-71.06511,Entire home/apt,71,1,1,2020-09-26,1,17,314
44823678,Huge Stylish Studio in Theatre District | Evonify,274552333,Evonify,,Downtown,42.35312,-71.06395,Entire home/apt,87,1,8,2020-10-21,5.71,17,318
44823875,Beautiful Studio in Theatre District | Evonify,274552333,Evonify,,Downtown,42.35103,-71.0651,Entire home/apt,75,1,1,2020-09-08,0.64,17,348
44824153,Beautiful Studio in Theatre District | Evonify,274552333,Evonify,,Downtown,42.35287,-71.06341,Entire home/apt,71,1,0,,,17,320
44824218,Beautiful 1BR with a View in Downtown | Evonify,274552333,Evonify,,Beacon Hill,42.3533,-71.06498,Entire home/apt,85,1,3,2020-10-04,1.43,17,327
44824831,Stylish 1BR in Downtown + 100 Walk Score | Evonify,274552333,Evonify,,Downtown,42.35177,-71.06396,Entire home/apt,102,1,1,2020-09-11,0.68,17,241
44889565,"Large, Sun-Drenched 2 bed/2 bath in Little Italy",91174308,Taitum,,North End,42.36228,-71.05401,Entire home/apt,108,360,0,,,1,365
44906627,Ultra Comfy Modern in the Center of the South End,32870796,Jessica,,South End,42.34143,-71.07587,Entire home/apt,107,28,0,,,2,338
44908456,"Large 1-bedroom, walk to Spaulding Hospital",4724006,Rosalia,,Charlestown,42.38033,-71.06207,Entire home/apt,118,28,0,,,2,106
44956346,Beautiful South End Apt!,21184200,Airbnb,,South End,42.33531,-71.07542,Entire home/apt,184,2,3,2020-09-16,1.88,33,124
44969488,Luxury 2BR in Downtown Near Subway | Evonify,274552333,Evonify,,Beacon Hill,42.35312,-71.06436,Entire home/apt,153,1,1,2020-10-07,1,17,281
44978447,"Safe and convenient location, free private parking",70796747,Lillian,,Allston,42.36028,-71.13547,Entire home/apt,100,91,0,,,1,327
45019349,33 Highland 2D | Flexible Housing | Pvt. BR & BA,814298,Thatch,,Roxbury,42.33026,-71.09165,Private room,49,91,0,,,84,158
45019855,33 Highland 2F | Flexible Housing | Pvt. BR & BA,814298,Thatch,,Roxbury,42.32962,-71.09192,Private room,49,91,0,,,84,290
45028281,Clean & Modern Apt Close to Public Transportation,32870796,Jessica,,Jamaica Plain,42.3179,-71.1061,Entire home/apt,84,28,0,,,2,124
45031773,Furnished 1Bedroom with Elevator close to MBTA,266312920,STARS Of,,Brighton,42.34079,-71.14651,Entire home/apt,106,28,0,,,17,357
45057024,Beautiful 2BR in Downtown Boston | Evonify,274552333,Evonify,,Downtown,42.35116,-71.06486,Entire home/apt,127,1,4,2020-10-10,3.75,17,323
45067711,33 Highland 1B | Flexible Housing | Pvt. BR & BA,814298,Thatch,,Roxbury,42.33024,-71.09262,Private room,50,91,0,,,84,207
45069092,Stylish 2-bedroom JP Pondside Pad,984499,Milo,,Jamaica Plain,42.31556,-71.11451,Entire home/apt,195,3,1,2020-09-06,0.61,1,8
45077880,~Haven on the Hill~ Boston home close to it all!,7409088,Meg,,East Boston,42.3801,-71.03478,Entire home/apt,199,3,1,2020-09-26,1,1,134
45095953,"Cozy Downtown Studio w/ W/D, Doorman, nr. Boston Common. by Blueground",107434423,Blueground,,Downtown,42.3522,-71.06442,Entire home/apt,139,91,0,,,92,356
45096003,"Practical Seaport 1BR w/ Gym, Pool, W/D, Doorman, by Blueground",107434423,Blueground,,South Boston Waterfront,42.34906,-71.04472,Entire home/apt,182,91,0,,,92,344
45096017,"Gorgeous Seaport 1BR w/ Gym, Pool, W/D, Doorman, by Blueground",107434423,Blueground,,South Boston Waterfront,42.34906,-71.04472,Entire home/apt,176,91,0,,,92,349
45098784,(K-8) Back Bay . Kenmore Sq 2 Bedrooms,21184200,Airbnb,,Fenway,42.34905,-71.09202,Entire home/apt,196,1,1,2020-09-28,1,33,31
45112213,Tasteful Luxury space minutes from EVERYTHING.,66253837,Parker,,Roxbury,42.32891,-71.06936,Entire home/apt,185,3,2,2020-10-12,2,1,7
45115355,Quiet and Sunny Top Floor Studio! South End LOVE!,358825885,Barry,,South End,42.34248,-71.07531,Entire home/apt,92,1,14,2020-10-07,7.78,7,328
45122203,Stay in a place of your own | 2BR in Quincy,359229620,Kia,,Dorchester,42.28345,-71.03635,Entire home/apt,160,92,0,,,177,259
45122667,Clean apartment home | 2BR in Boston,359229620,Kia,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,202,91,0,,,177,356
45122669,Clean apartment home | Studio in Boston,359229620,Kia,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,156,91,0,,,177,0
45122684,Clean apartment home | Studio in Boston,359229620,Kia,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,147,91,0,,,177,357
45122688,Clean apartment home | Studio in Boston,359229620,Kia,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,146,91,0,,,177,360
45122694,Clean apartment home | 2BR in Boston,359229620,Kia,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,219,91,0,,,177,360
45122709,Clean apartment home | 1BR in Boston,359229620,Kia,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,167,91,0,,,177,360
45122710,Clean apartment home | 1BR in Boston,359229620,Kia,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,151,91,0,,,177,360
45123404,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,173,91,0,,,177,360
45123405,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,170,91,0,,,177,360
45123406,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,165,91,0,,,177,360
45123409,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,170,91,0,,,177,360
45123411,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,162,91,0,,,177,360
45123412,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,168,91,0,,,177,360
45123418,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,173,91,0,,,177,0
45123420,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,174,91,0,,,177,318
45123427,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,180,91,0,,,177,360
45123430,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,170,91,0,,,177,360
45123436,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,173,91,0,,,177,360
45123440,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,168,91,0,,,177,360
45123441,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,172,91,0,,,177,346
45123446,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,181,91,0,,,177,360
45123456,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,172,91,0,,,177,360
45123458,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,176,91,0,,,177,360
45123463,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,172,91,0,,,177,346
45123481,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,174,91,0,,,177,325
45123482,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,174,91,0,,,177,360
45123486,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,172,91,0,,,177,360
45123490,Well-equipped apartment home | 1BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,174,91,0,,,177,327
45123671,Well-equipped apartment home | Studio in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,149,91,0,,,177,327
45123673,Well-equipped apartment home | 3BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,304,91,0,,,177,360
45123674,Well-equipped apartment home | Studio in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,163,91,0,,,177,360
45123676,Well-equipped apartment home | Studio in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,157,91,0,,,177,360
45123677,Well-equipped apartment home | Studio in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,162,91,0,,,177,360
45123679,Well-equipped apartment home | Studio in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,138,91,0,,,177,360
45123680,Well-equipped apartment home | Studio in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,145,91,0,,,177,360
45123681,Well-equipped apartment home | Studio in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,133,91,0,,,177,360
45123682,Well-equipped apartment home | Studio in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,147,91,0,,,177,360
45133862,Cozy Studio,127551415,Paul,,Brighton,42.34245,-71.15498,Entire home/apt,48,91,0,,,1,305
45135012,Well-equipped apartment home | 2BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,248,91,0,,,177,346
45135013,Well-equipped apartment home | 2BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,252,91,0,,,177,360
45136082,33 Highland 1C | Flexible Housing | Pvt. BR & BA,814298,Thatch,,Roxbury,42.32854,-71.09379,Private room,46,91,0,,,84,186
45138400,"Newbury St, LUXURY Penthouse! Private Decks!",21184200,Airbnb,,Back Bay,42.34895,-71.08229,Entire home/apt,318,2,1,2020-09-26,1,33,19
45139099,Upscale South End 1BR | Kitchen + Washer/Dryer|GLS,30283594,Global Luxury Suites,,South End,42.34567,-71.06278,Entire home/apt,249,29,0,,,84,179
45139950,Spacious South End 2BR | Kitchen | Work Desk | GLS,30283594,Global Luxury Suites,,South End,42.34567,-71.06278,Entire home/apt,299,29,0,,,84,1
45140367,Spacious South End 3 Bedroom with Kitchen+W/D |GLS,30283594,Global Luxury Suites,,South End,42.34567,-71.06278,Entire home/apt,339,29,0,,,84,167
45141028,Stylish 2BR Apt| Pool  | Gym | Boston | Ink Block,9419684,Churchill,,South End,42.34607,-71.0618,Entire home/apt,220,28,0,,,43,185
45141056,Modern 1BR Apt | Pool & Gym | Near Hospitals,9419684,Churchill,,South End,42.34676,-71.06323,Entire home/apt,150,28,0,,,43,184
45141060,Super Spacious 3BR Apt | Pool | Close to Hospitals,9419684,Churchill,,South End,42.34625,-71.0631,Entire home/apt,280,28,0,,,43,344
45154443,Incredible apartment home | 1BR in Boston,359229620,Kia,,Downtown,42.35389,-71.05299,Entire home/apt,170,91,0,,,177,360
45154448,Incredible apartment home | 1BR in Boston,359229620,Kia,,Downtown,42.35389,-71.05299,Entire home/apt,268,91,0,,,177,350
45154449,Incredible apartment home | Studio in Boston,359229620,Kia,,Downtown,42.35389,-71.05299,Entire home/apt,182,91,0,,,177,360
45154762,A place of your own | 2BR in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,241,91,0,,,177,360
45154763,A place of your own | Studio in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,169,91,0,,,177,332
45154764,A place of your own | 1BR in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,162,91,0,,,177,360
45154765,A place of your own | Studio in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,155,91,0,,,177,360
45154769,A place of your own | 1BR in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,169,91,0,,,177,360
45154772,A place of your own | Studio in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,135,91,0,,,177,360
45154774,A place of your own | 1BR in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,152,91,0,,,177,360
45154775,A place of your own | 1BR in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,162,91,0,,,177,360
45154777,A place of your own | 1BR in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,132,91,0,,,177,360
45154779,A place of your own | Studio in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,150,91,0,,,177,360
45154780,A place of your own | 1BR in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,176,91,0,,,177,353
45154781,A place of your own | Studio in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,165,91,0,,,177,360
45154782,A place of your own | 1BR in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,174,91,0,,,177,360
45154795,A place of your own | 2BR in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,228,91,0,,,177,360
45154799,A place of your own | Studio in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,157,91,0,,,177,360
45154802,A place of your own | 1BR in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,172,91,0,,,177,360
45154805,A place of your own | Studio in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,153,91,0,,,177,360
45158816,"1085 Boylston St. ARTlab, 1 Bed Apt, Boston",20857768,Compass,,Back Bay,42.34812,-71.08884,Entire home/apt,125,9,1,2020-10-01,1,22,41
45175238,"(F-B2) Fenway Park, 3 Bedrooms!",260643536,Together We,,Fenway,42.34249,-71.10168,Entire home/apt,123,1,4,2020-10-11,2.73,1,113
45177265,Entire apartment for you | Studio in Boston,359229620,Kia,,South Boston Waterfront,42.35124,-71.0445,Entire home/apt,128,91,0,,,177,360
45200727,Room available  charming condo .,95804939,Chris,,Longwood Medical Area,42.34176,-71.11538,Private room,66,1,6,2020-10-12,3.75,1,71
45206639,Jamaica Plain Oasis,105797911,Curtis,,Jamaica Plain,42.30588,-71.11332,Entire home/apt,101,30,0,,,1,147
45219737,Modern Studio | Kitchen | Linen+Towels | ChinaTown,30283594,Global Luxury Suites,,Chinatown,42.3514,-71.06011,Entire home/apt,169,21,0,,,84,361
45233454,"Great studio for social distance, natural light",2356643,Voyage,,Downtown,42.35199,-71.06368,Entire home/apt,40,10,0,,,11,325
45234791,"(G5) Gorgeous 2Bedroom 1.5 bath, W/D in unit!",21184200,Airbnb,,Back Bay,42.34895,-71.08516,Entire home/apt,275,2,2,2020-10-19,2,33,56
45237934,(X10) Back Bay- 2beds,21184200,Airbnb,,Back Bay,42.35414,-71.07668,Entire home/apt,116,1,3,2020-09-27,2.65,33,122
45239016,"(MGH1) 1st Floor, 1 Bedroom, Near Hospitals and T",21184200,Airbnb,,Beacon Hill,42.36094,-71.06683,Entire home/apt,199,1,3,2020-09-26,2.25,33,37
45239079,"(MGH2) NEW! 1Bedroom, Beacon Hill!",21184200,Airbnb,,Beacon Hill,42.35922,-71.06686,Entire home/apt,168,1,4,2020-10-09,3.64,33,67
45239136,"(R2) Simple Beacon Hill, MGH",21184200,Airbnb,,Beacon Hill,42.35999,-71.0668,Entire home/apt,142,1,2,2020-10-04,2,33,65
45239326,"1085 Boylston St. ARTlab, 1 Bed Apt, Boston",20857768,Compass,,Back Bay,42.34818,-71.08874,Entire home/apt,150,9,2,2020-10-11,1.87,22,365
45239774,Right At Downtown,177995326,Isaac,,Chinatown,42.35217,-71.06062,Entire home/apt,66,1,5,2020-10-07,2.88,1,359
45250896,"Beautiful waterfront apartment,
Newly renovated",50356808,Ben,,Downtown,42.3581,-71.05104,Entire home/apt,125,91,0,,,1,97
45252609,Incredible apartment home | 1BR in Boston,359229620,Kia,,Downtown,42.35389,-71.05299,Entire home/apt,169,91,0,,,177,360
45253366,Cozy apartment in the lively heart of Boston,7437427,Noha,,North End,42.36524,-71.05602,Entire home/apt,119,1,3,2020-10-22,3,1,356
45254752,Huge Stylish Studio in Theatre District | Evonify,212359760,Evonify,,Downtown,42.35098,-71.06497,Entire home/apt,76,1,5,2020-10-20,3.57,43,309
45256497,Amazing 1 Bd Split Next to Prudential/Northeastern,133927887,Kat,,Fenway,42.34532,-71.09007,Entire home/apt,75,92,0,,,14,125
45270609,"Modern studio, professionally-cleaned",8534462,Barsala,,Downtown,42.35283,-71.06382,Entire home/apt,157,91,0,,,50,207
45270640,Cozy 2BD with fast wifi,8534462,Barsala,,Back Bay,42.34611,-71.07809,Entire home/apt,378,91,0,,,50,230
45285816,Adorable studio in Boston good for extended stays,8534462,Barsala,,Downtown,42.35294,-71.06349,Entire home/apt,157,91,0,,,50,99
45311024,3 Bed 1.5 Bath - Longwood Medical Area / NEU,133927887,Kat,,Mission Hill,42.33163,-71.0995,Entire home/apt,140,31,0,,,14,143
45328916,Gorgeous Renovated Beacon Hill 4bed 2.5bath,98704460,Amara,,Beacon Hill,42.35851,-71.0722,Entire home/apt,300,91,0,,,1,243
45329963,Loaded 1BR in Boston’s North End (Little Italy),336297252,Tony,,North End,42.36632,-71.05401,Entire home/apt,95,91,0,,,1,182
45332401,Fully Equipped Boston Private Bedroom with 2 beds,161147636,Laura,,Mission Hill,42.33233,-71.11119,Private room,55,1,3,2020-10-15,3,1,364
45340611,Quiet home close to town center and hospitals,40876293,Charlotte,,Allston,42.34817,-71.11856,Private room,99,1,2,2020-09-27,2,1,365
45346226,FOUND Boston Common - Bed in a Shared Quad Room,365985792,FOUND Hotel,,Bay Village,42.34968,-71.06756,Shared room,49,1,7,2020-10-11,5.00,5,249
45347651,FOUND Boston Common - Standard Full Room,365985792,FOUND Hotel,,Bay Village,42.35062,-71.06708,Private room,100,1,53,2020-10-19,37.86,5,253
45348099,Entire apartment for you | 2BR in Boston,359229620,Kia,,South Boston Waterfront,42.35124,-71.0445,Entire home/apt,253,91,0,,,177,343
45349044,FOUND Boston Common - Queen Room,365985792,FOUND Hotel,,Downtown,42.34948,-71.06605,Private room,114,1,49,2020-10-21,34.19,5,254
45349148,FOUND Boston Common - Double Queen Room,365985792,FOUND Hotel,,Downtown,42.35113,-71.06575,Private room,143,1,43,2020-10-21,30.71,5,252
45354534,"Cozy room near Harvard, MIT, BU & prime diners (C)",37035419,Wendy,,Allston,42.35891,-71.13058,Private room,65,91,0,,,1,270
45360210,"Private Room in a 2Bed, 1Bath w/ Jacuzzi Tub",31340713,Kama,,Mission Hill,42.33267,-71.11829,Private room,56,28,0,,,12,56
45362135,Entire apartment for you | 1BR in Boston,359229620,Kia,,South Boston Waterfront,42.35124,-71.0445,Entire home/apt,152,91,0,,,177,360
45365395,Well-equipped apartment home | 2BR in Boston,359229620,Kia,,Brighton,42.35711,-71.14276,Entire home/apt,226,91,0,,,177,339
45385031,Clean apartment home | 2BR in Boston,359229620,Kia,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,202,91,0,,,177,360
45395457,Spacious Queen Room in Brighton,297860058,June,,Brighton,42.34027,-71.14332,Private room,41,91,0,,,30,364
45395971,Spacious Queen Room in Brighton,297860058,June,,Brighton,42.34234,-71.14349,Private room,41,91,0,,,30,364
45396144,Spacious Full Room in Brighton,297860058,June,,Brighton,42.34255,-71.14365,Private room,40,91,0,,,30,364
45396288,Spacious Queen Room in North End,297860058,June,,North End,42.36802,-71.05336,Private room,55,91,0,,,30,364
45396513,Spacious Queen Room in North End,297860058,June,,North End,42.3665,-71.05391,Private room,63,91,0,,,30,364
45396656,Spacious Full Room in North End,297860058,June,,North End,42.36756,-71.05179,Private room,54,91,0,,,30,364
45400216,Clean apartment home | 1BR in Boston,359229620,Kia,,Jamaica Plain,42.32935,-71.11149,Entire home/apt,158,91,0,,,177,360
45401753,Beautiful Spacious Condo,287965006,Steven,,East Boston,42.36798,-71.03443,Entire home/apt,166,1,2,2020-10-04,1.58,2,78
45410501,Beautiful 2BR in Theatre District | Evonify,274552333,Evonify,,Downtown,42.35279,-71.06357,Entire home/apt,130,1,4,2020-10-22,3.75,17,322
45411002,Luxury 2BR in Downtown + Subway | Evonify,274552333,Evonify,,Downtown,42.35284,-71.06314,Entire home/apt,161,1,3,2020-10-13,2.37,17,325
45411341,A place of your own | 1BR in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,161,91,0,,,177,360
45421711,Boston Pied a Terre,106644202,Alexander,,South End,42.34298,-71.07847,Entire home/apt,300,91,0,,,1,358
45422003,Gorgeous 1BR in Downtown + 100 WalkScore | Evonify,274552333,Evonify,,Back Bay,42.35411,-71.07605,Entire home/apt,113,1,0,,,17,339
45422307,Stylish Studio in Theatre District | Evonify,274552333,Evonify,,Back Bay,42.35233,-71.07616,Entire home/apt,78,1,8,2020-10-19,6.86,17,273
45424005,Incredible apartment home | Studio in Boston,359229620,Kia,,Downtown,42.35389,-71.05299,Entire home/apt,229,91,0,,,177,280
45435434,"(BB-2R) Back Bay Studio, Block From Charles River!",21184200,Airbnb,,Back Bay,42.35163,-71.08681,Entire home/apt,146,1,1,2020-09-28,1,33,115
45438995,Luxury 2BR in Southend near SoWa | Evonify,274552333,Evonify,,South End,42.33793,-71.06753,Entire home/apt,103,1,2,2020-09-26,2,17,290
45439188,Luxury 2BR in Southend near SoWa | Evonify,274552333,Evonify,,South End,42.33797,-71.06922,Entire home/apt,106,1,3,2020-10-06,2.37,17,310
45440353,Modern condo w/ private deck & sauna by the ocean,6107328,Jake,,East Boston,42.36468,-71.03057,Entire home/apt,164,2,0,,,1,202
45443487,"Bright Beacon Hill 1BR w/ W/D, near Boston Common, by Blueground",107434423,Blueground,,Beacon Hill,42.36015,-71.06744,Entire home/apt,159,91,0,,,92,180
45443503,"Crisp Seaport Studio w/ Doorman, Pool, Gym, near ICA, by Blueground(BOS278)",107434423,Blueground,,South Boston Waterfront,42.34906,-71.04472,Entire home/apt,155,91,0,,,92,306
45449241,FOUND Boston Common - Single Room,365985792,FOUND Hotel,,Downtown,42.35095,-71.06618,Private room,87,1,26,2020-10-19,21.67,5,254
45453023,Entire apartment for you | Studio in Boston,359229620,Kia,,South Boston Waterfront,42.35124,-71.0445,Entire home/apt,133,91,0,,,177,360
45455149,A place of your own | 1BR in Boston,359229620,Kia,,East Boston,42.37101,-71.04377,Entire home/apt,181,91,0,,,177,360
